Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\CW\CW_PP_55_Das\CW_PP_55_Das_01_Slot1-01_1_12599.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_02_Slot1-02_1_12600.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_03_Slot1-03_1_12601.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_04_Slot1-04_1_12602.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_05_Slot1-05_1_12603.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_06_Slot1-06_1_12604.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_07_Slot1-07_1_12605.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_08_Slot1-08_1_12606.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_09_Slot1-09_1_12607.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_10_Slot1-10_1_12608.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_11_Slot1-11_1_12609.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_12_Slot1-12_1_12610.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_13_Slot1-13_1_12611.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_14_Slot1-14_1_12612.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_15_Slot1-15_1_12613.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_16_Slot1-16_1_12614.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_17_Slot1-17_1_12615.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_18_Slot1-18_1_12616.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_19_Slot1-19_1_12617.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_20_Slot1-20_1_12618.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_21_Slot1-21_1_12619.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_22_Slot1-22_1_12620.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_23_Slot1-23_1_12621.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_24_Slot1-24_1_12622.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_25_Slot1-25_1_12623.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_26_Slot1-26_1_12624.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_27_Slot1-27_1_12625.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_28_Slot1-28_1_12626.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_29_Slot1-29_1_12627.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_30_Slot1-30_1_12628.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_31_Slot1-31_1_12629.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_32_Slot1-32_1_12630.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_33_Slot1-33_1_12631.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_34_Slot1-34_1_12632.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_35_Slot1-35_1_12633.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_36_Slot1-36_1_12634.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_37_Slot1-37_1_12635.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_38_Slot1-38_1_12636.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_39_Slot1-39_1_12637.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_40_Slot1-40_1_12638.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_41_Slot1-41_1_12639.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_42_Slot1-42_1_12640.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_43_Slot1-43_1_12641.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_44_Slot1-44_1_12642.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_45_Slot1-45_1_12643.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_46_Slot1-46_1_12644.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_47_Slot1-47_1_12645.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_48_Slot1-48_1_12646.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_49_Slot1-49_1_12709.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_50_Slot1-50_1_12710.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_51_Slot1-51_1_12663.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_52_Slot1-52_1_12664.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_53_Slot1-53_1_12665.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_54_Slot1-54_1_12666.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_55_Slot1-55_1_12667.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_56_Slot1-56_1_12668.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_57_Slot1-57_1_12669.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_58_Slot1-58_1_12670.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_59_Slot1-59_1_12671.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_60_Slot1-60_1_12672.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_61_Slot1-61_1_12673.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_62_Slot1-62_1_12674.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_63_Slot1-63_1_12675.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_64_Slot1-64_1_12676.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_65_Slot1-65_1_12677.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_66_Slot1-66_1_12678.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_67_Slot1-67_1_12679.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_68_Slot1-68_1_12680.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_69_Slot1-69_1_12681.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_70_Slot1-70_1_12682.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_71_Slot1-71_1_12683.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_72_Slot1-72_1_12684.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_73_Slot1-73_1_12685.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_74_Slot1-74_1_12686.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_75_Slot1-75_1_12687.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_76_Slot1-76_1_12688.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_77_Slot1-77_1_12689.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_78_Slot1-78_1_12690.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_79_Slot1-79_1_12691.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_80_Slot1-80_1_12692.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_81_Slot1-81_1_12693.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_82_Slot1-82_1_12694.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_83_Slot1-83_1_12695.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_84_Slot1-84_1_12696.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_85_Slot1-85_1_12697.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_86_Slot1-86_1_12698.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_87_Slot1-87_1_12699.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_88_Slot1-88_1_12700.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_89_Slot1-89_1_12701.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_90_Slot1-90_1_12702.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_91_Slot1-91_1_12703.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_92_Slot1-92_1_12704.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_93_Slot1-93_1_12705.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_94_Slot1-94_1_12706.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_95_Slot1-95_1_12707.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_96_Slot1-96_1_12708.d
Q5SWX8;Q5SWX8-4	Q5SWX8;Q5SWX8-2;Q5SWX8-4	ODR4_HUMAN	ODR4	Protein odr-4 homolog			2948.4	3921.95		3855.49	3497.99	2541.96	2310.73	2361.62	4219.01	2992.49	3814.24		2868.33	3695.91	2875.64	3250.64	3156.08	2524.64	3684.73		4528.44	3659.25		2149.43	2478.77		1923.29		2506.29		2724.09		2539.04				1942.65		2652.04		2192.36	2757.02	2507.31	1924.31	2958.37	2853.84	2342.19	2498.25	3720.04	2806.48	2999.41	3571.86	3241.08	3232.27	3182.63	3659.67	3050.33	3363.28	4093.43	3071.22	2519.46	2903.89	3337.89	2942.52	2572.23	2942.7	3103.01	3547.13	2805.6				2693.35	2920.1	3769.24	2654.99	2671.82	2691.73	2989.4	2641.22	2941.5	2685.59	1692.46			2942.89	2049.87	2569.77	2505.02	2555.53	3518.05	2612.15	2171.43	2650.4
Q5SY16	Q5SY16	NOL9_HUMAN	NOL9	Polynucleotide 5'-hydroxyl-kinase NOL9	8658.51	5371.75	5037.46	7675.45	5399.97	5891.65	4994.05	6519.6	5146.7	5402.19	5097.11	4748.88	7608.61	6499.85	7822.59	7866.61	8094.62	8186.69	7423.2	8353.92	7172.78	5869.13	7183.37	7045.76	3647.99	4576.28	4442.95	3909.92	3304.21	5200.68	5270.61	4885.8	4423.9	5014.57	3919.11	3559.36	4729.2	5476.39	4348.71	3601.62	4359.1	4897.89	4518.36	4163.09	5005.8	3716.19	4798.76	3781.76	4562.5	4497.49	4909.45	4260.03	4489.19	4133.58	4400.35	4802.67	4326.02	3703.92	4617.45	3919.53	4967.14	4934.95	5094.89	5058.41	4994.74	5299.53	4234.53	5053.69	4361.4	4749.93	4997.56	4096.52	4497.95	4437.75	4213.19	4324.43	5354.59	4203.98	4281.58	5245.85	5064.04	4664.9	4430.39	4416.19	3546.83	4212.05	3874.09	3615.41	4711.99	3988.47	3949.98	4824.93	4582.88	3911.65	3477.38	4125.03
Q5SZL2;Q5SZL2-4	Q5SZL2;Q5SZL2-4	CE85L_HUMAN	CEP85L	Centrosomal protein of 85 kDa-like								1126.01	949.007				1553.01	828.007	1067.01	909.007		1969.02	813.007	1162.01	1038.01	842.006	550.004				622.005								785.006									652.005				834.006																							596.005															485.004										
Q5T0F9;Q5T0F9-2	Q5T0F9;Q5T0F9-2;Q5T0F9-3	C2D1B_HUMAN	CC2D1B	Coiled-coil and C2 domain-containing protein 1B		2132.84	2569.66					2372.84																2669.19		1620.52	1141.76				2295.07	1753.84	1487.07	1880.81					1552.27	2720.44	1881.7	2414.87		1652.26			2382.37				1758.17	1457.67	1497.69		1175.71	1026.96	1383.02	924.855	1396.76		1486.42	953.409	1628.45	1426.96	2077.23	2184.86		1607.25	1618.01	2390.3	1533.71	1344.46		2431.57	1803.04		2006.37			1034.85	1790.13	1829.68		1113.34	1043.1			1563.3	1695.15	1757.93		1504.11	1439.53			
Q5T160	Q5T160	SYRM_HUMAN	RARS2	Probable arginine--tRNA ligase, mitochondrial	5890.09	4026.8	5434.06	2151.41	4752.06	6403.24	4462.21	3668.87	4082.88	3665.64	5565.47	4553.88	5969.28	5554.44	5834.61	7329.15	5286.58	6740.36	6456.1	5776.54	6962.97	5376.36	3960.79	7164.69	2277.22	3742.07	3300.8	3858.33	2915.76	4438.91	3969.96	3716.53	2649.63	3976.51	3081.84	3188.76	3794.91	3872.04	3100.94	3197.35	3802.2	3353.69	3174.4	2778.68	3466.06	2505.47	4354.92	3485.97	3653.18	3653.21	3949.45	3687.89	4316.73	4191.55	3648.72	4053.19	3704.77	3696.44	4203.03	3866.16	4901.74	4015.91	5311.01	4841.73	4614.47	5168.39	4090.53	5114.66	3960.56	4950.36	4054.78	3993.34	3646.84	3864.21	3737.9	3972.46	5092.2	3362.5	4767.01	4662.53	5379.99	4029.63	4859.7	3644.21	3752.29	3746.83	3556.75	3946.65	4564.89	4501.49	3897.42	4680.54	4474.3	4174.32	3381.85	3556.32
Q5T1C6	Q5T1C6	THEM4_HUMAN	THEM4	Acyl-coenzyme A thioesterase THEM4		1799.76	1990.88	1703.14			1810.38	2764.29	1923.99	2123.61	2219.17		2681.63	1750.83	2561.77	2432.74	2799.84	2681.96	2182.41		1562.3	2267.55	2164.32	2189.59																					967.392									969.427		583.027									885.008		796.802								1001.94		1574.66																			
Q5T1M5	Q5T1M5;Q5T1M5-2	FKB15_HUMAN	FKBP15	FK506-binding protein 15	3356.23	3471.09	3576.28	3052.17	2647.89	4537.49		4380.34	4085.2	4270.96	4545.2	5655.79	4191.7	3720.51	4683.03	5082.02	4949.06	5029.4	4031.89	4069.58	4594.35	4083.99	5550.72	4961.17	3205.47	3218.68	2116.02	2519	2282.46	3547.69	3200.5	3188.26	2415.26	3794.09	2933.52	3193.16	2775.51	2480.39	2890.85	2967.96	2819.04	3175.87	2662.86	2022.7	2447.8	2971.63	2710.94	3481.49		3027.93	2794.16	2442.61	1719.31	2580.4	2251.49	2805.36	2802.5	2125.85	2560.7	2163.72	2086.29	1966.71	2559.17	2442.9	2509.81	3174.56	2932.46	2818.52	2603.74	2430.05	1783.22	1672.33	1235.23	1317.89	1348.74	2809.44	1955.79	1524.44	2403.74	2187.11	2463	2423.38	2982.64	2270.33	1630.26	1909.28	2605.68	2005.97	1932.54	2478.67	2475.95	2739.09	1936.27	1699.02	1872.57	2015.76
Q5T1V6	Q5T1V6;Q5T1V6-2	DDX59_HUMAN	DDX59	Probable ATP-dependent RNA helicase DDX59	4778.03	3425.02	3392.02	3255.02		4469.04	3383.02	2261.02	2400.02	3334.03	2739.02	2771.02	2814.02	3312.03	4161.03	4187.03	3727.03	4783.03	2674.02	3025.02	3957.03	3749.03	3263.03	4973.03	3098.02	2874.02	2660.02	2509.02	2038.02	3349.03			2865.02	2678.02						2094.01	3694.03	2248.02		3615.02	3196.02	2121.02		2929.02	3359.03	2931.02	4733.03		3616.02		3711.03		4865.03	3690.03				2939.02		3745.03	4396.03	3213.03	4786.04	4265.03	3967.02	4335.04	2709.02		3649.02		2676.02	2507.02	4075.03	3187.02	3726.03					3715.03			3305.03	2673.02	3024.02		2706.02	3237.02	2776.02			
Q5T200	Q5T200	ZC3HD_HUMAN	ZC3H13	Zinc finger CCCH domain-containing protein 13												1127.01		1189.01	982.008	1106.01	840.008	1282.01	1128.01	1277.01				1168.01		839.007					548.005												887.008		567.005							515.005		993.009	1116.01	496.004	686.005	365.003					1315.01		799.007		1442.01	878.008	961.009	1255.01		1227.01		482.004			587.004	569.005		919.007			1050.01	745.006							620.006	764.007		894.007		
Q5T3F8;Q5T3F8-2;Q5T3F8-3	Q5T3F8;Q5T3F8-2;Q5T3F8-3	CSCL2_HUMAN	TMEM63B	CSC1-like protein 2						4729.03	4026.03	5050.04	4876.03	4643.03	5740.04		4189.03	4591.04	5119.04				5241.04	4993.04		4974.04			3566.03		2463.02						2903.02	4393.03	6362.05	2708.02				4021.03	4603.04	5157.04	3412.03	4071.03	4058.03	3304.02		4679.04			3839.02	4630.03		3861.02	4069.03	4533.03	4307.03	2784.02			4328.03	4700.03	4291.03				5359.04	3699.02	4541.03		4886.04	4546.03		3425.02	3755.03		4348.03		4195.03	4055.03	3719.03		2989.02	4579.03	4215.03	3376.02	3926.03		2997.02		4494.03	3775.02	4289.03	3950.02	3491.02	
Q5T3I0;Q5T3I0-3	Q5T3I0;Q5T3I0-2;Q5T3I0-3	GPTC4_HUMAN	GPATCH4	G patch domain-containing protein 4	6249.64	5188.44	8001.37	3731.65	6713.98	7547	6596.4	7400.53	7318.81	4081.4	6377.19	7574.9	8922.08	7260.35	6206.79	9178.24	6183.88	8324.55	6951.13	7075.08	7877.81	5729.83	7375.27	9366.66		3770.51			2655.5	3089.94		3592.15				3712.72		3147.74	3527.38	3346.03		3344.04	4814.56			4566.66							3044.11		2477.14		4349.44	2471.16			2414.36					3358.98		3954.85		3523.69	4008.66										4717.12		3741.62						4680.25				4997.2			
Q5T3J3	Q5T3J3;Q5T3J3-2	LRIF1_HUMAN	LRIF1	Ligand-dependent nuclear receptor-interacting factor 1	2888.42	1951.58	1998.05	1540.28	2581.11	3213.95	2897.53	2579.25	2220.13	2446.9	2475.34	3153.5	2954.32	2177.56	2787.93	2916.22	3077.57	3502.5	3160.47	3415.13	2786.54	2716.52	2738.37	3705.22	1210.56	1259.45	1288.95	1314.18	1565.2	1392.2	1278.12	1609.97	1730.45		1262.63	1118.72	1736.25	1726.96	1245.56	513.004	1336.77	1361.32	1514.02	1339.7	1212.56		1401.88	1024.03	961.695	1476.31	1232.38	964.36	999.779	1140.27	1035.77	1245.21	1148.42	1065.49		1044.69	599.241	1248.78	1409.66	891.478	802.639	1044.35	899.643	1145.46	1118.85	1071.75	882.434	790.123	453.734	813.591	1085.25		802.675	874.471	1148.42	1240.25	1254.81	1200.37	1318.11	751.007		707.199	1061.06	801.708	971.616	1168.21	875.816		894.726	553.867	683.729	
Q5T440	Q5T440	CAF17_HUMAN	IBA57	Putative transferase CAF17, mitochondrial	4642.47	4290.11	4823.43	3065.55	4261.91	4485.27	3874.24	3458.14	4440.91	3995.39	4280.01		3256.64	3440.55	5724.83	4085.31	5849.85	5095.46	4526.44	4913.28	4961.97	5208.32	5672.28	4803.46	2071.12	2699.29	2999.22	3532.05	2284.67	2677.39	2701.1	2149.99	2969.3	3990.22	3416.92	2869.79	2962.61	3192.82	3327.48	2570.94	2976.77	3252.98	2760.58	2988.62	3711.32	2755.54	3211.04	3837.15	2876.66	3834.02	3905.91	3385.12	3443.11	3292.37	2862.71	2478.46	3554.96	2870.12	3222.98	2188.11	3615.35	3022.68	3630.64	3663.23	4587.91	3381.23	2447.41	3222.78	3014.46	3783.95	3374.78	3352.55	2877.08	3311.29	3811.11	3908.99	3914.2	3709.07	3600.63	2840.42	3876.88	3105.12	3220.7	1817.05	2051.96	2779.04	2790.21	3420.43	3277.97	3672.73	3530.78	3132.84	3053.26	3014.53	3165.03	3029.73
Q5T447	Q5T447;Q5T447-2	HECD3_HUMAN	HECTD3	E3 ubiquitin-protein ligase HECTD3				2889.6				2747.78	1490.75	2420.79			3184.61		2631.91	2740.43	3213.64	4135.47	2664.27	3403.02	3159.92	2806.45	3307.18	4157.93		2894.64	2290.5	2728.4	2271.53	2475.56	2489	3281.2	2374.5	2959	2932.11	2228	2013.49	2887.84	2392.42	2715.68	2584.09	2233.63	2018.31	2107.49	3034.41	2148.63	3302.57	2572.9	2812.43	3560.24	3138.87	3022.06	2877.88	2794.26	2563.42	2580.67	3328.5	2766.57	1963.89	2659.95	3059.33	2802.77	3625.81	2998.8	3724.31	3434.31	2483.41	2579.98	3239.62	3345.34	3945.74	3262.33	2665.13	2722.53	2476.68	2432.51	3555.72	2507.92	3201.9	2840.29	3011.3	3153.56	2944.14	3098.53	1973.57	2238.39	2403.44	2930.43	2647.45	2866.36	2446.07	2333.26	2406.31	3658.3	2641.66	2035.2
Q5T4S7;Q5T4S7-2;Q5T4S7-3;Q5T4S7-4	Q5T4S7;Q5T4S7-2;Q5T4S7-3;Q5T4S7-4;Q5T4S7-5	UBR4_HUMAN	UBR4	E3 ubiquitin-protein ligase UBR4	31816.2	27794.9	40548.5	28264.2	31912.3	50998.3	32846.4	38193.8	36580.1	31734.8	39681.1	50941.3	53312.9	39799	45648.8	49082.2	46995.1	53862.6	44843	44332.3	49358.7	39014	43494.9	59808.7	33574.4	36930.8	30497.8	31286.9	32151.3	39978.8	34970.7	32664.1	32265.5	34703	40353.3	37713.9	36651.9	31145.5	30544.9	32525.7	34124.3	33033	32136.1	29641.7	36556.1	24058.5	37274.6	34364.3	41233.4	41111.6	38973.5	41742.6	35120.2	38910.8	40340.5	37093	39993.4	39842.8	41488.5	39747.1	43117.6	38390.6	41325.5	44246.3	42040.3	45764.6	42083	41154.7	39158.2	40862.9	40400.5	38731.3	38754.4	37000	32029.9	38542.1	39770.7	36551.8	37804.4	39276.9	37926.5	39202.6	39579.5	41110.9	37305.6	35380	38221	36376.8	36743.3	42755.9	42150.7	44121.7	40677.9	40096.7	36425.9	34873.4
Q5T5C0-3	Q5T5C0;Q5T5C0-2;Q5T5C0-3	STXB5_HUMAN	STXBP5		12723.8	14834.7	12961.1	11133.6	11565.8	16887.3	15537.6	15504.6	13642.6	14239.7	14332.5	18040.5	19002.5	13853.1	14865.5	18112.7	15605.2	16816.6	15482.7	15422.4	17095.2	12543.1	15845.8	19506.9	9153.91	11930.9	9669.88	10413.7	9269.87	11245.1	11328.7	10933.1	9888.39	11315	12045.3	10229.9	10438.5	10325.2	10367.9	10624.4	11748	11285.4	10246.6	10329.7	10919.7	8686.92	11121.9	11038.2	10380	11578.7	11876.5	9655.4	11235.4	10287.2	9115.58	11153.5	10784.1	8797.6	10270.4	9143.36	10380.6	10769.4	12523.8	12511.9	12816.4	11208.8	12284	10355.6	11806.9	10421.3	10139.9	11117.8	9110.75	9147.36	8878.4	10596.4	10541.3	9578.76	10598.5	10066.8	10965.9	10381.5	9754.55	9849.15	8060.02	9411.03	9528.09	8395.63	9915.15	11858	11573.5	11171.3	11345.7	10632.7	8964.64	9393.6
Q5T5U3	Q5T5U3;Q5T5U3-3	RHG21_HUMAN	ARHGAP21	Rho GTPase-activating protein 21													1200.01		1391.01	1247.01																444.003																		1020.01							758.006						899.007		667.004																	801.005					914.007		1072.01		817.006	854.006				887.007
Q5T5Y3-3	Q5T5Y3;Q5T5Y3-2;Q5T5Y3-3	CAMP1_HUMAN	CAMSAP1							2001.02	1341.01	1388.01			1418.01	2729.02	1329.01	1956.02	1376.01		796.007		1130.01	1401.01		1447.01						1067.01									984.009	1137.01					1101.01		1334.01	1097.01																																																		
Q5T6F2	Q5T6F2	UBAP2_HUMAN	UBAP2	Ubiquitin-associated protein 2	25203.2	23448.6	21141.4	20534.9	19348.9	24770	24030.3	23002.5	21528.8	23128.9	18615.5	29001.8	28082.2	23704.3	24905.5	30539.3	29086	28312.6	26296	26312.4	26743.4	22323	21261.7	31039.9	15746.1	17140.8	14806.8	12091.9	14525.7	18269.6	16914.7	12193.5	14200.6	17108.3	17108.5	15516	15740	16376.7	14997.2	15611.1	16930.1	18637.5	15246.1	14729.5	16100.4	11196.1	17051.4	17708.4	13553.2	14212	13525.4	14172.2	13737.5	13800	12868	12314.1	12882	11928.7	12546.7	12221.7	13274.3	13624.7	12375.2	12845.3	13959	14966.2	12541.9	14280.5	12023.7	12074.6	11998.4	11542.2	9864.64	10322.4	9501.26	11344.5	12759.9	10440.2	11682	12927.2	12754.1	11710	11462	11751	10217.1	10854.2	10289	10457.2	10224.3	11478.6	11834.9	9791.03	11093.3	11610.1	10239.8	10519.2
Q5T6V5	Q5T6V5	QSPP_HUMAN	C9orf64	Queuosine salvage protein			5049.02			3774.68		4109.13	3979.5		5574.85		4315.18	4405.78	4191.98	4346.89	4859.57	4827.67	3557.88	5529.23	4910.44	4730.98	6225.83	4316.87		3042.24	3412.97	2852.23	2467.04	3642.24	3095.82	1997.01	1897.91	4391.57	2876.86	2894.16	3796.8	3912.67	2368.18	2968.74	4062.24	4203.81	4006.3	2758.74	4742.99	3274.71	3407.85	2513.5	2818.33	3437.32	4647.92	3349.27	3538.41	3169.08	3163.35	3726.57	3735.23	2731.82	3276.11	2655.38	3704.94	3422.44	4686.55	4160.71	4851.43	3985.06	3283.51	3595.46	4047.52	3420.5	3182.47	3374.18	2724.25	3212.08	3917.62	3676.73	4493.26	2590.35	3303.3	3794.56	4376.92	4350.62	3418.07	2733.68	2303.1	3018.07	2378.45	3480.36	3187.41	3332.52	3179.2	3208.12	4293.53	3437.24	2617.74	2618.33
Q5T749	Q5T749	KPRP_HUMAN	KPRP	Keratinocyte proline-rich protein	9885.48			6157.78		1182.97			776.324	9321.16	20244.7		959.164	2582.75	963.161				5033.4			1703.52	12692	8652.17							1467.72			7851.99	1408.01	961.163		2206.45								1955.3		6691.07	918.201	7868.04					3546.72	2248.08		2604.57	1760.47	3383.05		1295.87					1920.33			15135.3	1613.59	2773.58		18248.6	6376.85				2541.04			2500.82	3230.83								7559.24			14984.7	7776.88	7158.74
Q5T750	Q5T750	XP32_HUMAN	XP32	Skin-specific protein 32										6414.06	8022.08								7330.06				11930.1											8152.07																					1815.02												1968.02			3700.04				8315.08									2758.03								4600.05			8289.08	3187.03	3351.03
Q5T8D3;Q5T8D3-3	Q5T8D3;Q5T8D3-2;Q5T8D3-3;Q5T8D3-4	ACBD5_HUMAN	ACBD5	Acyl-CoA-binding domain-containing protein 5	3067.89	2529.74				2062.37		1661.43				2373.31			2506.71	2600.76	2145.87	2331.09	2545.1	2207.29	2733.2	1840.68	2320.53	3395.09		1684.26	1316.69				1549.81		1166.02											1261.03	1384.83	1218.81					2903.39		2333.52	1344.18	1337.13	1364.68	1338.31		1575.81				1536.47							2324.12							1190.02				2186.65			1168.9												
Q5T8P6;Q5T8P6-2	Q5T8P6;Q5T8P6-2	RBM26_HUMAN	RBM26	RNA-binding protein 26	1447.13	1975.12	1986.31	1780.89	1627.51	2305.15	1851.51	1816.01	996.572	1890.51	3450.54	3298.64	2921.98	2019.83	2547.36	2878.87	2601.76	2784.45	2460.13	3018.45	2596.63	1454.67	2537.1	2949.69		1682.16		1859.72		1828.02		1443.01	1341.54	1616.48		1944.2	2442.12		1570.1	1632.88	1461.62	2048.94	1310.33	1147.44	2189.17	1237.6	2140.94		2216.88	1961.16	1978.74	1105.19	1124.75	1007.66	1241.03	1300.77	1524.78	1521.3	1353.47		1949.15	1426.93	1429.19	1724.66	1424.33	1440.29	1544.99	1151.89	1780.4	1760.39	1291.02	962.933	1492.86	1295.47	1378.29	1220.91	2405.24	701.242	2051.34	1747.99	1765.6	1441.59	1802.12	726.733	1414.26	1157.43	1695.59	1814.89		1686.69	2120.06	1804.63	2158.91		1369.77	742.714
Q5T8P6;Q5T8P6-2;Q5T8P6-6	Q5T8P6;Q5T8P6-2;Q5T8P6-3;Q5T8P6-6	RBM26_HUMAN	RBM26	RNA-binding protein 26	1824.08	1765.43			1556.48	2713.98		2940.34	2628.2	1752.23	1943.15	2739.05	2826.6	2943.02	2511.53	2329.76	2725.89	2960.6	2889.81	2846.38	2758.03	2948	2644.75	3883.95	1477.32	2279.68	2339.89		1299.01	1260.49	2215.98	1927.67	1820.38	2319.63	2211.17	1899.07	2185.19		1452.37	1837.16	2210.02	1657.22	1075.82	2311.29	1545.23		2032.51	1181.86	1748.96	2653.22	2379.2	1623.86	2131.39	3173.86	1855.95	2273.17	2355.37	2518.59	2609.14	3135.73	2673.47	3069.01	2622.07	2473.32	3111.9	3138.86	1820.44	2299.82	2856.95	2432.25	1756.1	2245.76	1918.13	2753.3	3264.4	2080.16	3652.79	2274.36	3583.69	2205.5	3057.1	2911.75	2267.21	2339.88			2513.83	3007.06	2541.23	2470.94	1951.49	1800.19	2095.62	1950.18	1807.34	2298.71
